name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth
Scott Carson,,4,2,0,187.96,97.52,,,
Scott Ettling,,4,2,0,,61.23,,,
Scott Ferrozzo,The Pitbull,4,2,0,180.34,146.51,,Orthodox,26-04-1965
Scott Fiedler,,0,1,0,193.04,106.59,,Orthodox,
Scott Graham,,3,1,0,193.04,83.91,,Orthodox,
Scott Harper,,12,7,0,182.88,83.91,,Orthodox,14-04-1972
Scott Holtzman,Hot Sauce,14,6,0,175.26,70.31,175.26,Orthodox,30-09-1983
Scott Jorgensen,Young Guns,15,12,0,165.1,61.23,167.64,Orthodox,17-09-1982
Scott Junk,,8,3,1,185.42,120.2,,Orthodox,17-12-1978
Scott Lighty,,6,2,0,187.96,92.99,,,
Scott McAfee,,14,7,0,172.72,70.31,,Orthodox,23-08-1983
Scott McDonald,,1,0,0,,,,,
Scott Morris,,2,1,0,177.8,95.25,,Orthodox,
Scott Norton,Hollywood,7,1,0,177.8,77.11,,Orthodox,15-03-1973
Scott Shaffer,,0,1,0,170.18,65.77,,Orthodox,
Scott Smith,Hands of Steel,18,11,0,182.88,83.91,177.8,Orthodox,21-05-1979
Scott Ventimiglia,Meant to Kill Ya,14,6,1,180.34,83.91,,,
Sean Alvarez,,4,3,0,182.88,106.59,,Orthodox,14-07-1971
Sean Bassett,,0,4,0,,70.31,,,
Sean Brady,,16,1,0,177.8,77.11,182.88,Orthodox,23-11-1992
Sean Daugherty,,0,2,0,182.88,79.38,,,
Sean Gannon,The Cannon,2,1,0,190.5,120.2,,Southpaw,
Sean Holden,,5,2,0,177.8,77.11,,,
Sean Lally,The Unpredictable One,7,3,0,182.88,77.11,,Orthodox,04-11-1990
Sean Loeffler,The Destroyer,31,5,0,190.5,83.91,,Orthodox,23-05-1982
Sean McCorkle,,17,7,0,200.66,120.2,205.74,Orthodox,17-07-1976
Sean O'Connell,The Real OC,17,9,0,185.42,92.99,187.96,Orthodox,02-09-1983
Sean O'Haire,,4,2,0,195.58,122.47,,Orthodox,25-02-1971
Sean O'Malley,Sugar,17,1,0,180.34,61.23,182.88,Switch,24-10-1994
Sean Pierson,The Punisher,14,6,0,182.88,77.11,193.04,Southpaw,10-03-1976
Sean Salmon,,18,21,0,177.8,83.91,,Southpaw,11-09-1977
Sean Santella,Shorty Rock,17,6,1,165.1,56.7,,,
Sean Sherk,The Muscle Shark,36,4,1,167.64,70.31,170.18,Orthodox,05-08-1973
Sean Soriano,,14,8,0,175.26,65.77,177.8,Orthodox,06-10-1989
Sean Spencer,Black Magic,12,6,0,177.8,77.11,187.96,Orthodox,25-06-1987
Sean Strickland,,28,5,0,185.42,83.91,193.04,Orthodox,27-02-1991
Sean Wilson,P-Town,36,29,0,172.72,65.77,,,
Sean Woodson,The Sniper,10,1,1,187.96,65.77,198.12,Orthodox,07-06-1992
Sedriques Dumas,The Reaper,9,1,0,187.96,83.91,200.66,Orthodox,06-08-1995
Seichi Ikemoto,,21,19,5,180.34,76.2,,Orthodox,24-08-1975
Semmy Schilt,Hightower,26,14,1,208.28,120.2,,Orthodox,27-10-1973
Seo Hee Ham,,17,8,0,157.48,52.16,157.48,Southpaw,08-03-1987
SeongChan Hong,Honey Badger,9,2,0,170.18,70.31,175.26,Orthodox,28-11-1989
Sergei Kharitonov,,26,6,0,182.88,111.13,,Orthodox,18-08-1980
Sergei Pavlovich,,18,2,0,190.5,116.57,213.36,Southpaw,13-05-1992
Sergey Ignatov,,0,1,0,175.26,95.25,,Orthodox,
Sergey Khandozhko,Honda,28,6,1,185.42,77.11,187.96,Orthodox,19-05-1992
Sergey Morozov,,19,5,0,167.64,61.23,170.18,Orthodox,14-06-1989
Serghei Spivac,Polar Bear,16,4,0,190.5,117.93,198.12,Orthodox,24-01-1995
Sergio Gomez,,10,3,0,167.64,70.31,,Orthodox,29-04-1982
Sergio Moraes,The Panther,14,6,1,182.88,77.11,182.88,Orthodox,23-07-1982
Sergio Pettis,,18,5,0,167.64,56.7,175.26,Orthodox,18-08-1993
Serhiy Sidey,,10,1,0,180.34,61.23,182.88,Switch,04-07-1996
Seth Baczynski,The Polish Pistola,20,14,0,190.5,77.11,190.5,Orthodox,26-10-1981
Seth Dikun,,9,8,0,177.8,61.23,175.26,Orthodox,05-08-1980
Seth Kleinbeck,Mass Destruction,8,4,0,187.96,83.91,,,
Seth Petruzelli,The Silverback,14,8,0,182.88,92.99,193.04,Orthodox,03-12-1979
SeungGuk Choi,,7,3,0,167.64,56.7,162.56,Orthodox,26-12-1996
SeungWoo Choi,Sting,11,6,0,182.88,65.77,187.96,Orthodox,03-11-1992
Shaheen Santana,Shazam,6,1,0,185.42,70.31,190.5,Orthodox,04-06-1991
Shamar Bailey,,16,11,0,175.26,70.31,190.5,Southpaw,22-09-1982
Shamil Abdurakhimov,Abrek,20,8,0,190.5,106.59,193.04,Orthodox,02-09-1981
Shamil Gamzatov,,14,1,0,187.96,92.99,193.04,Orthodox,09-08-1990
Shamil Gaziev,,11,0,0,193.04,120.2,198.12,Orthodox,10-02-1990
Shana Dobson,Danger,4,5,0,167.64,56.7,175.26,Orthodox,30-03-1989
Shana Olsen,Rock Solid,5,2,0,170.18,65.77,,,
Shane Burgos,Hurricane,15,3,0,180.34,65.77,190.5,Orthodox,19-03-1991
Shane Campbell,Shaolin,14,6,0,182.88,70.31,180.34,Orthodox,21-01-1987
Shane Carwin,The Engineer,12,2,0,187.96,120.2,203.2,Orthodox,04-01-1975
Shane del Rosario,,11,2,0,193.04,113.4,,Southpaw,23-09-1983
Shane Howell,,13,10,0,172.72,56.7,,Orthodox,28-11-1983
Shane Nelson,Sugar,16,7,0,175.26,70.31,177.8,Southpaw,29-11-1984
Shane Primm,,5,5,0,190.5,92.99,,Orthodox,30-07-1984
Shane Roller,,11,7,0,177.8,70.31,182.88,Orthodox,14-07-1979
Shane Young,Smokin',13,8,0,172.72,65.77,182.88,Orthodox,31-07-1993
Shang Zhifa,Northeast Flying Tiger,32,8,0,170.18,56.7,160.02,Orthodox,15-03-1986
Shanna Young,The Shanimal,9,6,0,170.18,56.7,165.1,Orthodox,20-02-1991
Shannon Gugerty,,15,7,0,177.8,70.31,180.34,Orthodox,30-12-1981
Shannon Ritch,The Cannon,56,83,0,175.26,86.18,,Orthodox,27-09-1970
Shannon Ross,The Turkish Delight,13,8,0,167.64,56.7,167.64,Switch,12-05-1989
Shara Magomedov,Bullet,12,0,0,187.96,83.91,185.42,Orthodox,16-05-1994
Shaun Etchell,The Buzzsaw,7,3,0,170.18,56.7,172.72,Switch,05-08-1993
Shauna Bannon,Mama B,5,1,0,165.1,52.16,165.1,Switch,23-10-1993
Shavkat Rakhmonov,Nomad,17,0,0,185.42,77.11,195.58,Orthodox,23-10-1994
Shawn Bunch,Bunch the Great,7,3,0,165.1,61.23,,,
Shawn Jordan,The Savage,19,8,0,182.88,117.93,190.5,Southpaw,21-10-1984
Shawn Teed,,5,2,0,195.58,120.2,,Orthodox,13-02-1992
Shayilan Nuerdanbieke,Wolverine,39,11,0,172.72,65.77,175.26,Orthodox,04-05-1994
Shayna Baszler,The Queen of Spades,15,11,0,170.18,61.23,,Orthodox,08-08-1980
Sheila Gaff,The German Tank,9,7,0,165.1,61.23,,Orthodox,29-12-1989
Sheldon Westcott,,10,3,1,185.42,77.11,180.34,Southpaw,20-08-1984
Shelton Graves,The Gravedigger,7,3,0,187.96,115.67,193.04,Southpaw,23-10-1985
Sherman Pendergarst,The Tank,11,18,0,185.42,106.59,,Orthodox,01-08-1967
Sherrard Blackledge,The Thriller,5,1,0,180.34,70.31,190.5,Orthodox,16-08-1993
Sherron Leggett,Rob Roy,21,6,0,172.72,70.31,,Southpaw,27-10-1978
Sheymon Moraes,,11,4,0,172.72,65.77,182.88,Orthodox,11-10-1990
Shimon Smotritsky,The Assassin,8,2,0,187.96,77.11,187.96,Orthodox,22-08-2000
Shin Haraguchi,,7,0,0,167.64,70.31,172.72,Switch,27-11-1998
Shingo Kohara,,1,0,0,167.64,61.23,,,
Shinsho Anzai,Animal,10,3,0,170.18,77.11,177.8,Orthodox,01-12-1985
Shinya Aoki,Tobikan Judan,39,7,0,180.34,69.85,,Southpaw,09-05-1983
Sho Patrick Usami,Savage,4,1,0,175.26,70.31,177.8,Orthodox,08-05-2000
Shohei Nose,,10,4,2,167.64,61.23,172.72,Switch,19-10-1997
Shoji Maruyama,,12,9,1,170.18,63.05,,Orthodox,24-04-1983
Shonie Carter,Mr. International,51,31,7,177.8,77.11,,Southpaw,03-05-1972
Shonte Barnes,Shyne,6,2,1,180.34,83.91,193.04,Southpaw,09-02-1987
Shungo Oyama,,14,19,0,180.34,83.91,,Southpaw,11-04-1974
Shunichi Shimizu,,30,18,11,165.1,61.23,,Orthodox,31-01-1985
Shuya Kamikubo,Stealth,13,2,1,165.1,61.23,172.72,Switch,12-04-1993
Siala Siliga,Mighty Mo,12,5,0,185.42,131.54,,Orthodox,08-10-1970
Sidney Outlaw,,8,4,0,172.72,77.11,187.96,Orthodox,11-04-1992
Sidney Silva,,8,4,0,190.5,77.11,,Southpaw,27-02-1972
Sijara Eubanks,SarJ,8,7,0,162.56,56.7,170.18,Orthodox,27-04-1985
Silvana Gomez Juarez,La Malvada,11,5,0,160.02,52.16,165.1,Orthodox,06-12-1984
Sim Kai Xiong,Kobra,5,1,0,165.1,56.7,167.64,Orthodox,06-09-1997
Simeon Thoresen,The Grin,17,6,1,185.42,77.11,200.66,Orthodox,14-03-1984
Simon Biyong,,7,1,0,,92.99,,,
Sione Latu,,1,0,0,182.88,97.52,,,
Sirwan Kakai,Zohan,12,5,0,165.1,61.23,,Orthodox,03-10-1989
Siyar Bahadurzada,The Great,24,8,1,180.34,77.11,185.42,Orthodox,17-04-1984
Slim Trabelsi,,5,0,0,190.5,106.59,,,
So Yul Kim,,8,1,0,,52.16,,,
Soa Palelei,The Hulk,22,5,0,193.04,120.2,205.74,Orthodox,12-07-1977
Sodiq Yusuff,Super,13,3,0,175.26,65.77,180.34,Orthodox,19-05-1993
Soichi Nishida,,5,10,1,180.34,145.15,,Orthodox,
Sokun Koh,,4,1,0,185.42,92.99,,,
Solomon Hutcherson,King,11,7,0,180.34,83.91,,Southpaw,31-08-1972
Solomon Renfro,The Black Dragon,8,2,0,175.26,77.11,182.88,Switch,05-02-1997
Song Kenan,The Assassin,20,7,0,182.88,77.11,180.34,Orthodox,10-03-1990
Song Yadong,Kung Fu Kid,20,7,1,172.72,61.23,170.18,Orthodox,02-12-1997
Sora Rakhmonova,,4,1,0,,56.7,,,
Sovannahry Em,The Sweet Savage,3,1,0,162.56,61.23,,,
Spencer Fisher,The King,24,9,0,170.18,70.31,172.72,Southpaw,09-05-1976
Spencer Hearns,,1,0,0,180.34,83.91,,,
Spike Carlyle,Alpha Ginger,9,3,0,172.72,65.77,180.34,Switch,06-05-1993
Stanislav Nedkov,Stucky,12,2,0,180.34,92.99,180.34,Orthodox,09-12-1981
Stefan Klever,,6,1,0,,83.91,,Orthodox,
Stefan Leko,Blitz,0,3,0,187.96,97.52,,Orthodox,03-06-1974
Stefan Sekulic,,12,4,0,182.88,77.11,190.5,Southpaw,12-02-1992
Stefan Struve,Skyscraper,33,13,0,210.82,120.2,213.36,Orthodox,18-02-1988
Stephan Bonnar,The American Psycho,15,9,0,193.04,92.99,200.66,Orthodox,04-04-1977
Stephanie Egger,,8,4,0,167.64,61.23,172.72,Orthodox,12-08-1988
Stephanie Frausto,Lil Bovy,8,7,0,157.48,52.16,154.94,Orthodox,20-09-1990
Stephanie Luciano,Rondinha,5,1,1,167.64,52.16,165.1,Orthodox,16-12-1999
Stephanie Webber,,2,2,0,167.64,61.23,,,
Stephen Banaszak,,5,5,0,182.88,65.77,,,
Stephen Bass,Bigfish,11,2,0,175.26,65.77,,Orthodox,14-11-1982
Stephen Ledbetter,,8,3,0,175.26,65.77,,Orthodox,30-06-1982
Stephen Palling,Bozo,11,7,1,162.56,64.86,,,
Stephen Regman,,9,4,0,180.34,83.91,193.04,Orthodox,05-08-1991
Stephen Thompson,Wonderboy,17,6,1,182.88,77.11,190.5,Orthodox,11-02-1983
Sterling Ford,,15,7,0,177.8,70.31,,,
Steve Berger,The Red Nosed Pitbull,21,23,2,180.34,77.11,,Orthodox,20-05-1973
Steve Bosse,The Boss,12,2,0,180.34,92.99,182.88,Orthodox,29-07-1981
Steve Bruno,Hollywood,15,6,0,177.8,77.11,,Orthodox,03-11-1981
Steve Byrnes,The Sergeant,6,1,0,182.88,77.11,,Orthodox,
Steve Cantwell,The Robot,7,6,0,187.96,83.91,190.5,Orthodox,08-12-1986
Steve Erceg,Astroboy,11,1,0,172.72,56.7,172.72,Orthodox,27-07-1995
Steve Garcia,Mean Machine,14,5,0,182.88,70.31,190.5,Southpaw,22-05-1992
Steve Hadsel,,3,0,0,172.72,77.11,,,
Steve Jennum,,2,3,0,177.8,97.52,,Orthodox,
Steve Judson,,0,2,0,180.34,104.33,,Orthodox,
Steve Kennedy,The Steamrolla,24,8,0,180.34,77.11,,Orthodox,07-03-1983
Steve Kozola,,8,0,0,,70.31,,,
Steve Lopez,,13,6,1,180.34,70.31,,Orthodox,30-07-1984
Steve Mann,,12,5,0,185.42,77.11,,,
Steve Mensing,The Machine,9,13,2,180.34,83.91,,Orthodox,06-12-1977
Steve Montgomery,The Creepy Weasel,9,5,0,193.04,83.91,,Southpaw,19-12-1990
Steve Nelmark,The Sandman,2,1,0,182.88,108.86,,Orthodox,
Steve Ramirez,,5,2,0,170.18,56.7,,,
Steve Steinbeiss,The Hooligan,9,4,0,190.5,83.91,190.5,Orthodox,05-05-1981
Steve Vigneault,Lionheart,12,6,0,177.8,83.91,,Orthodox,14-02-1978
Steve White,,1,4,0,180.34,79.38,,,
Steven Ciaccio,Stryker,4,4,0,182.88,77.11,,,
Steven Graham,,2,1,0,185.42,131.54,,Orthodox,
Steven Koslow,Obi Won Shinobi The Pillow,6,1,0,170.18,56.7,175.26,Switch,22-01-1997
Steven Nguyen,The Ninja,9,1,0,180.34,65.77,185.42,Switch,19-05-1993
Steven Peterson,Ocho,19,11,0,177.8,65.77,177.8,Orthodox,29-05-1990
Steven Siler,Super,29,16,0,180.34,65.77,177.8,Orthodox,15-02-1987
Stevie Lynch,,5,2,0,177.8,77.11,,Orthodox,
Stevie Ray,Braveheart,23,9,0,177.8,70.31,177.8,Southpaw,25-03-1990
Stipe Miocic,,20,4,0,193.04,108.86,203.2,Orthodox,19-08-1982
Stoney Hale,The Skuller,5,3,0,182.88,,,,
Sultan Aliev,,15,3,0,180.34,77.11,187.96,Orthodox,17-09-1984
Suman Mokhtarian,,8,5,0,172.72,65.77,182.88,Orthodox,13-06-1992
Sumit Kumar,The Indian Kid,8,1,0,165.1,56.7,167.64,Orthodox,09-09-2000
Sumudaerji,The Tibetan Eagle,16,5,0,172.72,56.7,182.88,Southpaw,20-01-1996
Sung Bin Jo,Korean Falcon,9,1,0,182.88,65.77,182.88,Orthodox,17-07-1992
Syuri Kondo,,6,3,0,162.56,52.16,167.64,Orthodox,08-02-1989
Tabatha Ricci,Baby Shark,9,2,0,154.94,52.16,154.94,Orthodox,21-02-1995
Tadao Yasuda,,2,4,0,193.04,140.61,,Orthodox,09-10-1963
Tae Hyun Bang,Supernatural,18,10,0,175.26,70.31,180.34,Switch,15-04-1983
Tae Hyun Lee,,1,2,0,198.12,133.81,,Orthodox,17-01-1975
Tafon Nchukwi,Da Don,6,4,0,182.88,83.91,195.58,Orthodox,14-10-1994
Tagir Ulanbekov,,14,2,0,170.18,56.7,177.8,Southpaw,07-08-1991
Tai Bowden,,1,1,0,180.34,104.33,,,
Tai Tuivasa,Bam Bam,15,6,0,187.96,119.75,190.5,Southpaw,16-03-1993
Taiei Kin,,6,3,0,180.34,83.91,,Orthodox,08-07-1970
Taila Santos,,19,3,0,167.64,56.7,172.72,Orthodox,22-06-1993
Tainara Lisboa,Thai Panther,7,2,0,170.18,61.23,170.18,Orthodox,02-03-1991
Taiyilake Nueraji,Super Saiyan,9,1,0,187.96,77.11,190.5,Southpaw,12-01-2001
Takafumi Otsuka,,22,13,2,167.64,63.05,,Orthodox,
Takahiro Oba,,5,7,1,172.72,90.72,,Southpaw,
Takanori Gomi,The Fireball Kid,35,14,0,170.18,70.31,177.8,Southpaw,22-09-1978
Takashi Sato,Ten,16,7,0,177.8,77.11,185.42,Southpaw,09-06-1990
Takashi Sugiura,,1,3,0,180.34,102.06,,Southpaw,31-05-1970
Takayo Hashi,,15,6,1,162.56,61.23,,Orthodox,02-10-1977
Takayuki Okada,Giant Ochiai,3,3,2,185.42,131.54,,Orthodox,
Takenori Sato,,19,11,7,177.8,77.11,,Southpaw,08-06-1985
Takeru Uchida,,6,1,0,165.1,56.7,172.72,Southpaw,30-09-2002
Takeshi Inoue,Lion,23,10,0,172.72,65.77,,,
Takeshi Yamazaki,,15,12,3,172.72,63.05,,Southpaw,
Takeya Mizugaki,,21,11,2,170.18,61.23,175.26,Orthodox,16-12-1983
Talita Alencar,Problem Child,4,0,1,154.94,52.16,147.32,Orthodox,17-10-1990
Talita Bernardo,,6,4,0,162.56,61.23,172.72,Orthodox,04-03-1987
Talita Nogueira,Treta,6,0,0,177.8,65.77,,,
Tamdan McCrory,The Barncat,14,5,0,193.04,83.91,193.04,Switch,05-11-1986
Tamires Vidal,Tractor,7,2,0,167.64,61.23,172.72,Orthodox,27-07-1998
Taneisha Tennant,Triple Threat,5,1,0,170.18,65.77,177.8,Orthodox,15-06-1989
Tanner Boser,The Bulldozer,21,10,1,187.96,92.99,190.5,Orthodox,02-08-1991
Tarec Saffiedine,Sponge,16,7,0,177.8,77.11,177.8,Switch,06-09-1986
Tateki Matsuda,Tech,13,8,0,170.18,56.7,,Orthodox,27-02-1986
Tatiana Suarez,,11,0,0,165.1,52.16,167.64,Southpaw,19-12-1990
Tatsuro Taira,,14,0,0,170.18,56.7,177.8,Orthodox,27-01-2000
Tatsuya Ando,,13,3,1,,61.23,,,
Tatsuya Iwasaki,,0,1,0,175.26,92.99,,Orthodox,
Tatsuya Kawajiri,Crusher,36,11,2,170.18,65.77,175.26,Orthodox,08-05-1978
Tatsuya Mizuno,,16,12,1,185.42,92.99,,Southpaw,02-06-1981
Taylor Callens,,6,0,0,177.8,70.31,,,
Taylor Johnson,Tombstone,5,1,0,182.88,83.91,187.96,Switch,09-11-1990
Taylor Lapilus,Double Impact,19,3,0,167.64,61.23,185.42,Southpaw,08-04-1992
Taylor Moore,,10,5,0,177.8,61.23,177.8,Southpaw,16-10-1993
Taylor Roberts,,3,12,0,180.34,77.11,,,
Te Edwards,,6,3,0,172.72,70.31,182.88,Orthodox,11-09-1990
Tebaris Gordon,Boom,3,1,0,185.42,120.2,,Orthodox,19-07-1988
Tecia Torres,The Tiny Tornado,13,6,0,154.94,52.16,152.4,Orthodox,16-08-1989
Tedd Williams,,7,1,0,185.42,124.74,,Orthodox,19-12-1969
Teddy Ash,Bear,14,5,0,185.42,83.91,185.42,Switch,27-12-1989
Teemu Packalen,Pacu,8,3,0,185.42,70.31,190.5,Orthodox,22-05-1987
Teila Tuli,,0,1,0,182.88,195.04,,Orthodox,14-06-1969
Tereza Bleda,,7,1,0,175.26,56.7,180.34,Orthodox,30-11-2001
Terrance McKinney,T. Wrecks,15,6,0,177.8,70.31,185.42,Switch,15-09-1994
Terrell Brown,,3,1,0,,83.91,,,
Terrence Mitchell,,14,4,0,177.8,61.23,187.96,Orthodox,30-12-1989
Terrion Ware,Flash,17,9,0,172.72,61.23,180.34,Orthodox,31-03-1986
Terry Etim,,16,5,0,185.42,70.31,185.42,Orthodox,11-01-1986
Terry Martin,,23,11,0,172.72,83.91,180.34,Orthodox,10-10-1980
Teruto Ishihara,Yashabo,10,7,2,170.18,61.23,175.26,Southpaw,23-07-1991
Tetsuji Kato,,20,10,0,,70.31,,Orthodox,
Tetsuya Seki,,14,8,1,177.8,70.31,,,
Thaddeus Luster,,0,1,0,190.5,95.25,,,
Thales Leites,,28,9,0,185.42,83.91,198.12,Orthodox,06-09-1981
Thanh Le,,6,1,0,175.26,65.77,187.96,Orthodox,28-08-1985
Themba Gorimbo,The Answer,11,4,0,185.42,77.11,195.58,Orthodox,23-01-1991
Theo Rlayang,Jungle King,5,1,0,170.18,65.77,165.1,Orthodox,10-08-1994
Thiago Alves,Pitbull,23,15,0,175.26,77.11,177.8,Orthodox,03-10-1983
Thiago Moises,,17,7,0,175.26,70.31,177.8,Orthodox,23-03-1995
Thiago Perpetuo,Bodao,9,4,1,177.8,77.11,,Orthodox,14-12-1987
Thiago Santos,Marreta,22,11,0,187.96,92.99,193.04,Orthodox,07-01-1984
Thiago Silva,,19,6,0,187.96,92.99,187.96,Orthodox,12-11-1982
Thiago Tavares,,21,7,1,170.18,65.77,177.8,Orthodox,08-11-1984
Thibault Gouti,GT,12,5,0,177.8,70.31,182.88,Orthodox,27-02-1987
Thomas Almeida,Thominhas,22,5,0,170.18,65.77,177.8,Southpaw,31-07-1991
Thomas Campbell,,3,3,0,,,,,
Thomas Denny,The Wildman,27,21,1,177.8,77.11,,Orthodox,19-04-1971
Thomas Diagne,,6,6,1,185.42,69.85,,,
Thomas Gifford,The Young Lion,14,9,0,185.42,70.31,190.5,Orthodox,26-07-1992
Thomas Longacre,,6,1,0,175.26,65.77,,Orthodox,
Thomas Paull,Juggernaut,11,4,0,170.18,70.31,170.18,Orthodox,15-10-1994
Thomas Petersen,The Train,8,1,0,185.42,119.75,187.96,Southpaw,30-03-1995
Thomas Ramirez,,0,1,0,185.42,185.97,,Sideways,
Tiago dos Santos e Silva,Trator,20,7,2,175.26,65.77,177.8,Orthodox,12-04-1987
Tiffany Masters,Rainbow Renegade,2,1,0,160.02,52.16,165.1,Orthodox,31-07-1994
Tiki Ghosn,,10,7,1,177.8,77.11,,Orthodox,09-02-1977
Tim Boetsch,The Barbarian,21,13,0,182.88,83.91,187.96,Orthodox,28-01-1981
Tim Caron,The Bear,7,1,0,185.42,83.91,,Orthodox,24-07-1987
Tim Catalfo,Obake,4,2,0,180.34,106.59,,Orthodox,
Tim Credeur,,12,4,0,190.5,83.91,190.5,Orthodox,09-07-1977
Tim Elliott,,20,13,1,170.18,56.7,167.64,Southpaw,24-12-1986
Tim Gorman,The Psycho,9,4,0,165.1,61.23,,Southpaw,29-04-1983
Tim Hague,The Trashing Machine,21,13,0,193.04,117.93,193.04,Orthodox,09-05-1983
Tim Kennedy,,18,6,0,180.34,83.91,187.96,Orthodox,01-09-1979
Tim Lajcik,The Bohemian,7,6,1,185.42,102.06,,Orthodox,21-06-1965
Tim McKenzie,,14,9,0,182.88,83.91,187.96,Orthodox,21-07-1982
Tim Means,The Dirty Bird,33,15,1,187.96,77.11,190.5,Orthodox,20-02-1984
Tim Roman,,3,4,0,185.42,77.11,,,
Tim Stout,,12,10,0,180.34,83.91,,,
Tim Sylvia,The Maine-iac,31,10,0,203.2,120.2,203.2,Orthodox,05-03-1976
Tim Williams,The South Jersey Strangler,15,5,0,187.96,83.91,193.04,Orthodox,03-07-1986
Timo Feucht,,8,1,0,190.5,92.99,200.66,Orthodox,18-01-1996
Timothy Cuamba,Twilight,7,1,0,175.26,65.77,180.34,Orthodox,08-02-1999
Timothy Johnson,,12,4,0,190.5,120.2,195.58,Southpaw,13-03-1985
Timur Valiev,Lucky,18,3,0,167.64,61.23,170.18,Orthodox,19-01-1990
Tina Lahdemaki,Jelly Bean,5,1,0,157.48,52.16,,Orthodox,28-05-1988
Tito Jones,,11,8,0,172.72,65.77,,Southpaw,31-07-1981
Tito Ortiz,The People's Champ,19,12,1,190.5,92.99,187.96,Orthodox,23-01-1975
TJ Brown,Downtown,17,11,0,175.26,65.77,182.88,Switch,22-05-1990
TJ Cook,,13,5,0,,92.99,,,
TJ Dillashaw,,18,5,0,167.64,61.23,170.18,Orthodox,07-02-1986
TJ Grant,,21,5,0,177.8,70.31,182.88,Orthodox,26-02-1984
TJ Hepburn,The Carnivore,4,2,0,170.18,70.31,,,
TJ Laramie,,12,5,0,167.64,65.77,167.64,Orthodox,15-10-1997
TJ O'Brien,The Spider,20,8,0,187.96,70.31,,Orthodox,01-01-1987
TJ Waldburger,,16,9,0,180.34,77.11,190.5,Orthodox,25-04-1988
Tobias Harila,Bad Intention,12,3,0,,,,,
Toby Misech,2 Quick,9,5,0,172.72,65.77,,Southpaw,07-03-1988
Todd Brown,Bulldog,16,4,0,180.34,92.99,,Orthodox,13-12-1976
Todd Butler,,1,4,0,185.42,90.72,,Southpaw,
Todd Duffee,,9,3,0,190.5,117.93,198.12,Orthodox,06-12-1985
Todd Gouwenberg,,9,5,0,185.42,92.99,,Orthodox,25-09-1974
Todd Lally,,2,1,0,170.18,65.77,,Orthodox,
Todd Medina,El Tiburon,11,9,0,177.8,87.54,,Southpaw,
Todd Moore,,16,7,0,175.26,77.11,180.34,Southpaw,30-12-1983
Tokimitsu Ishizawa,Kendo Ka Shin,1,5,1,182.88,83.91,,Orthodox,05-08-1968
Tom Aaron,,5,3,0,,70.31,,,
Tom Aspinall,,14,3,0,195.58,116.12,198.12,Orthodox,11-04-1993
Tom Blackledge,,10,7,0,,92.99,,Orthodox,
Tom Breese,,12,3,0,190.5,83.91,185.42,Southpaw,26-09-1991
Tom DeBlass,,9,2,0,182.88,83.91,,Orthodox,14-05-1982
Tom Duquesnoy,Fire Kid,16,2,0,170.18,61.23,172.72,Orthodox,21-06-1993
Tom Egan,,7,5,0,180.34,77.11,,Orthodox,
Tom Erikson,The Big Cat,9,4,1,190.5,127.01,,Orthodox,
Tom Gallicchio,Da Tank,19,10,0,177.8,77.11,,Southpaw,23-09-1986
Tom Lawlor,Filthy,10,6,0,182.88,92.99,187.96,Southpaw,15-05-1983
Tom Murphy,,8,0,0,187.96,102.97,,Southpaw,19-11-1974
Tom Niinimaki,Stoneface,22,8,1,175.26,65.77,175.26,Orthodox,25-07-1982
Tom Nolan,Big Train,6,0,0,190.5,70.31,185.42,Southpaw,08-03-2000
Tom Sauer,,25,12,0,185.42,119.29,,,
Tom Tuggle,The Law,0,3,0,187.96,113.4,,Orthodox,
Tom Watson,Kong,17,9,0,185.42,83.91,185.42,Orthodox,13-07-1982
Tomasz Drwal,Gorilla,21,5,1,185.42,92.99,193.04,Orthodox,22-01-1982
Tommy Hayden,Wild Card,11,3,0,175.26,65.77,,Southpaw,11-03-1986
Tommy Lee,,25,6,0,170.18,65.77,,Orthodox,20-01-1977
Tommy Petersen,,2,3,0,,70.31,,,
Tommy Speer,,21,7,0,177.8,77.11,180.34,Orthodox,20-08-1984
Tomohiko Hashimoto,,1,4,0,182.88,113.4,,Orthodox,
Tomomi Iwama,,9,6,2,160.02,70.31,,Orthodox,
Tomoya Miyashita,,17,9,7,170.18,63.05,,Southpaw,
Tony Bonello,The Gun,16,3,1,187.96,83.91,,,
Tony DeSouza,,11,4,0,182.88,77.11,177.8,Southpaw,26-07-1974
Tony Ferguson,El Cucuy,26,9,0,180.34,70.31,193.04,Orthodox,12-02-1984
Tony Fryklund,The Freak,14,9,1,182.88,83.91,,Orthodox,26-03-1971
Tony Gravely,,23,9,0,165.1,61.23,175.26,Orthodox,28-09-1991
Tony Halme,,0,4,0,190.5,136.08,,Orthodox,06-01-1963
Tony Johnson,,11,3,0,185.42,120.2,,,
Tony Johnson,,7,2,0,187.96,92.99,193.04,Orthodox,02-05-1983
Tony Juarez,,1,12,0,,70.31,,,
Tony Kelley,Primetime,8,3,0,175.26,61.23,177.8,Switch,21-01-1987
Tony Petarra,,2,3,1,180.34,88.9,,Orthodox,
Tony Sims,,12,4,0,180.34,70.31,177.8,Southpaw,14-10-1985
Tony Sylvester,,11,3,0,185.42,102.06,,Southpaw,27-01-1978
